underwrite,underwriter,nomlex,NA,NA,NA,NA,NA,NA
direct,direction,nomlex,NA,NA,NA,NA,NA,NA
direct,director,nomlex,NA,NA,NA,NA,NA,NA
agitate,agitation,nomlex,NA,NA,NA,NA,NA,NA
cost,cost,nomlex,NA,NA,NA,NA,NA,NA
design,design,nomlex,NA,NA,NA,NA,NA,NA
design,designer,nomlex,NA,NA,NA,NA,NA,NA
segregate,segregation,nomlex,NA,NA,NA,NA,NA,NA
savage,savagery,nomlex,NA,NA,NA,NA,NA,NA
misrepresent,misrepresentation,nomlex,NA,NA,NA,NA,NA,NA
substitute,substitution,nomlex,NA,NA,NA,NA,NA,NA
admire,admiration,nomlex,NA,NA,NA,NA,NA,NA
educate,education,nomlex,NA,NA,NA,NA,NA,NA
appear,apparition,nomlex,NA,NA,NA,NA,NA,NA
appear,appearance,nomlex,NA,NA,NA,NA,NA,NA
deliberate,deliberation,nomlex,NA,NA,NA,NA,NA,NA
resume,resumption,nomlex,NA,NA,NA,NA,NA,NA
desegregate,desegregation,nomlex,NA,NA,NA,NA,NA,NA
experiment,experiment,nomlex,NA,NA,NA,NA,NA,NA
experiment,experimentation,nomlex,NA,NA,NA,NA,NA,NA
suspect,suspicion,nomlex,NA,NA,NA,NA,NA,NA
intersect,intersection,nomlex,NA,NA,NA,NA,NA,NA
conduct,conduct,nomlex,NA,NA,NA,NA,NA,NA
infuse,infusion,nomlex,NA,NA,NA,NA,NA,NA
relocate,relocation,nomlex,NA,NA,NA,NA,NA,NA
appeal,appeal,nomlex,NA,NA,NA,NA,NA,NA
contrast,contrast,nomlex,NA,NA,NA,NA,NA,NA
predominate,predominance,nomlex,NA,NA,NA,NA,NA,NA
satisfy,satisfaction,nomlex,NA,NA,NA,NA,NA,NA
inspect,inspection,nomlex,NA,NA,NA,NA,NA,NA
exchange,exchange,nomlex,NA,NA,NA,NA,NA,NA
modify,modification,nomlex,NA,NA,NA,NA,NA,NA
redeploy,redeployment,nomlex,NA,NA,NA,NA,NA,NA
socialize,socialization,nomlex,NA,NA,NA,NA,NA,NA
contemplate,contemplation,nomlex,NA,NA,NA,NA,NA,NA
explore,exploration,nomlex,NA,NA,NA,NA,NA,NA
entertain,entertainment,nomlex,NA,NA,NA,NA,NA,NA
separate,separation,nomlex,NA,NA,NA,NA,NA,NA
address,addressee,nomlex,NA,NA,NA,NA,NA,NA
address,addressee2,nomlex,NA,NA,NA,NA,NA,NA
burgle,burglary,nomlex,NA,NA,NA,NA,NA,NA
enrol,enrollment,nomlex,NA,NA,NA,NA,NA,NA
change,change,nomlex,NA,NA,NA,NA,NA,NA
violate,violation,nomlex,NA,NA,NA,NA,NA,NA
convert,conversion,nomlex,NA,NA,NA,NA,NA,NA
engage,engagement,nomlex,NA,NA,NA,NA,NA,NA
receive,receiver,nomlex,NA,NA,NA,NA,NA,NA
study,study,nomlex,NA,NA,NA,NA,NA,NA
disavow,disavowal,nomlex,NA,NA,NA,NA,NA,NA
culminate,culmination,nomlex,NA,NA,NA,NA,NA,NA
experience,experience,nomlex,NA,NA,NA,NA,NA,NA
detonate,detonation,nomlex,NA,NA,NA,NA,NA,NA
soldier,soldiery,nomlex,NA,NA,NA,NA,NA,NA
harass,harassment,nomlex,NA,NA,NA,NA,NA,NA
repel,repulsion,nomlex,NA,NA,NA,NA,NA,NA
survey,survey,nomlex,NA,NA,NA,NA,NA,NA
permit,permission,nomlex,NA,NA,NA,NA,NA,NA
requite,requital,nomlex,NA,NA,NA,NA,NA,NA
implement,implementation,nomlex,NA,NA,NA,NA,NA,NA
specialize,specialization,nomlex,NA,NA,NA,NA,NA,NA
rediscover,rediscovery,nomlex,NA,NA,NA,NA,NA,NA
explain,explanation,nomlex,NA,NA,NA,NA,NA,NA
authorize,authorization,nomlex,NA,NA,NA,NA,NA,NA
elect,election,nomlex,NA,NA,NA,NA,NA,NA
divide,division,nomlex,NA,NA,NA,NA,NA,NA
divide,division,nomlex,NA,NA,NA,NA,NA,NA
campaign,campaign,nomlex,NA,NA,NA,NA,NA,NA
claim,claim,nomlex,NA,NA,NA,NA,NA,NA
win,winner,nomlex,NA,NA,NA,NA,NA,NA
manage,management,nomlex,NA,NA,NA,NA,NA,NA
manage,manager,nomlex,NA,NA,NA,NA,NA,NA
insulate,insulation,nomlex,NA,NA,NA,NA,NA,NA
expect,expectation,nomlex,NA,NA,NA,NA,NA,NA
immigrate,immigration,nomlex,NA,NA,NA,NA,NA,NA
suspend,suspension,nomlex,NA,NA,NA,NA,NA,NA
apply,application,nomlex,NA,NA,NA,NA,NA,NA
total,total,nomlex,NA,NA,NA,NA,NA,NA
establish,establishment,nomlex,NA,NA,NA,NA,NA,NA
manipulate,manipulation,nomlex,NA,NA,NA,NA,NA,NA
abase,abasement,nomlex,NA,NA,NA,NA,NA,NA
use,use,nomlex,NA,NA,NA,NA,NA,NA
use,user,nomlex,NA,NA,NA,NA,NA,NA
injure,injury,nomlex,NA,NA,NA,NA,NA,NA
subtract,subtraction,nomlex,NA,NA,NA,NA,NA,NA
motivate,motivation,nomlex,NA,NA,NA,NA,NA,NA
comply,complaisance,nomlex,NA,NA,NA,NA,NA,NA
comply,compliance,nomlex,NA,NA,NA,NA,NA,NA
irritate,irritation,nomlex,NA,NA,NA,NA,NA,NA
insult,insult,nomlex,NA,NA,NA,NA,NA,NA
predict,prediction,nomlex,NA,NA,NA,NA,NA,NA
duplicate,duplication,nomlex,NA,NA,NA,NA,NA,NA
doubt,doubt,nomlex,NA,NA,NA,NA,NA,NA
call,call,nomlex,NA,NA,NA,NA,NA,NA
call,caller,nomlex,NA,NA,NA,NA,NA,NA
automate,automation,nomlex,NA,NA,NA,NA,NA,NA
recommend,recommendation,nomlex,NA,NA,NA,NA,NA,NA
survive,survival,nomlex,NA,NA,NA,NA,NA,NA
survive,survivor,nomlex,NA,NA,NA,NA,NA,NA
depreciate,depreciation,nomlex,NA,NA,NA,NA,NA,NA
erode,erosion,nomlex,NA,NA,NA,NA,NA,NA
relax,relaxation,nomlex,NA,NA,NA,NA,NA,NA
remark,remark,nomlex,NA,NA,NA,NA,NA,NA
expose,exposition,nomlex,NA,NA,NA,NA,NA,NA
envelope,envelopment,nomlex,NA,NA,NA,NA,NA,NA
cooperate,cooperation,nomlex,NA,NA,NA,NA,NA,NA
warn,warning,nomlex,NA,NA,NA,NA,NA,NA
excuse,excuse,nomlex,NA,NA,NA,NA,NA,NA
urbanize,urbanization,nomlex,NA,NA,NA,NA,NA,NA
train,trainee,nomlex,NA,NA,NA,NA,NA,NA
deregulate,deregulation,nomlex,NA,NA,NA,NA,NA,NA
enslave,enslavement,nomlex,NA,NA,NA,NA,NA,NA
adjourn,adjournment,nomlex,NA,NA,NA,NA,NA,NA
hold,holder,nomlex,NA,NA,NA,NA,NA,NA
renovate,renovation,nomlex,NA,NA,NA,NA,NA,NA
annoy,annoyance,nomlex,NA,NA,NA,NA,NA,NA
demolish,demolition,nomlex,NA,NA,NA,NA,NA,NA
apportion,apportionment,nomlex,NA,NA,NA,NA,NA,NA
ride,rider,nomlex,NA,NA,NA,NA,NA,NA
work,work,nomlex,NA,NA,NA,NA,NA,NA
work,worker,nomlex,NA,NA,NA,NA,NA,NA
reproduce,reproduction,nomlex,NA,NA,NA,NA,NA,NA
reappear,reappearance,nomlex,NA,NA,NA,NA,NA,NA
remain,remainder,nomlex,NA,NA,NA,NA,NA,NA
hope,hope,nomlex,NA,NA,NA,NA,NA,NA
install,installation,nomlex,NA,NA,NA,NA,NA,NA
install,installment,nomlex,NA,NA,NA,NA,NA,NA
abandon,abandonment,nomlex,NA,NA,NA,NA,NA,NA
arrive,arrival,nomlex,NA,NA,NA,NA,NA,NA
endow,endowment,nomlex,NA,NA,NA,NA,NA,NA
dissolve,dissolution,nomlex,NA,NA,NA,NA,NA,NA
quarrel,quarrel,nomlex,NA,NA,NA,NA,NA,NA
control,control,nomlex,NA,NA,NA,NA,NA,NA
defer,deferment,nomlex,NA,NA,NA,NA,NA,NA
impose,imposition,nomlex,NA,NA,NA,NA,NA,NA
pollute,pollution,nomlex,NA,NA,NA,NA,NA,NA
federate,federation,nomlex,NA,NA,NA,NA,NA,NA
sense,sense,nomlex,NA,NA,NA,NA,NA,NA
share,share,nomlex,NA,NA,NA,NA,NA,NA
accept,acceptance,nomlex,NA,NA,NA,NA,NA,NA
atone,atonement,nomlex,NA,NA,NA,NA,NA,NA
coerce,coercion,nomlex,NA,NA,NA,NA,NA,NA
condescend,condescension,nomlex,NA,NA,NA,NA,NA,NA
attain,attainment,nomlex,NA,NA,NA,NA,NA,NA
reconstruct,reconstruction,nomlex,NA,NA,NA,NA,NA,NA
recapitalize,recapitalization,nomlex,NA,NA,NA,NA,NA,NA
exclude,exclusion,nomlex,NA,NA,NA,NA,NA,NA
cultivate,cultivation,nomlex,NA,NA,NA,NA,NA,NA
provoke,provocation,nomlex,NA,NA,NA,NA,NA,NA
allege,allegation,nomlex,NA,NA,NA,NA,NA,NA
condemn,condemnation,nomlex,NA,NA,NA,NA,NA,NA
collude,collusion,nomlex,NA,NA,NA,NA,NA,NA
turn,turn,nomlex,NA,NA,NA,NA,NA,NA
provide,provider,nomlex,NA,NA,NA,NA,NA,NA
provide,provision,nomlex,NA,NA,NA,NA,NA,NA
attract,attraction,nomlex,NA,NA,NA,NA,NA,NA
damage,damage,nomlex,NA,NA,NA,NA,NA,NA
write,writer,nomlex,NA,NA,NA,NA,NA,NA
privatize,privatization,nomlex,NA,NA,NA,NA,NA,NA
enquire,enquiry,nomlex,NA,NA,NA,NA,NA,NA
sever,severance,nomlex,NA,NA,NA,NA,NA,NA
cajole,cajolery,nomlex,NA,NA,NA,NA,NA,NA
reject,rejection,nomlex,NA,NA,NA,NA,NA,NA
answer,answer,nomlex,NA,NA,NA,NA,NA,NA
disappoint,disappointment,nomlex,NA,NA,NA,NA,NA,NA
guarantee,guarantee,nomlex,NA,NA,NA,NA,NA,NA
opine,opinion,nomlex,NA,NA,NA,NA,NA,NA
classify,classification,nomlex,NA,NA,NA,NA,NA,NA
deteriorate,deterioration,nomlex,NA,NA,NA,NA,NA,NA
express,expression,nomlex,NA,NA,NA,NA,NA,NA
attend,attendance,nomlex,NA,NA,NA,NA,NA,NA
attend,attendee,nomlex,NA,NA,NA,NA,NA,NA
attend,attention,nomlex,NA,NA,NA,NA,NA,NA
hesitate,hesitance,nomlex,NA,NA,NA,NA,NA,NA
hesitate,hesitation,nomlex,NA,NA,NA,NA,NA,NA
escalate,escalation,nomlex,NA,NA,NA,NA,NA,NA
preoccupy,preoccupation,nomlex,NA,NA,NA,NA,NA,NA
perjure,perjury,nomlex,NA,NA,NA,NA,NA,NA
perceive,perception,nomlex,NA,NA,NA,NA,NA,NA
reflect,reflection,nomlex,NA,NA,NA,NA,NA,NA
regress,regression,nomlex,NA,NA,NA,NA,NA,NA
produce,producer,nomlex,NA,NA,NA,NA,NA,NA
produce,production,nomlex,NA,NA,NA,NA,NA,NA
induce,inducement,nomlex,NA,NA,NA,NA,NA,NA
induce,induction,nomlex,NA,NA,NA,NA,NA,NA
restate,restatement,nomlex,NA,NA,NA,NA,NA,NA
irradiate,irradiation,nomlex,NA,NA,NA,NA,NA,NA
summarize,summary,nomlex,NA,NA,NA,NA,NA,NA
resent,resentment,nomlex,NA,NA,NA,NA,NA,NA
capitalize,capitalization,nomlex,NA,NA,NA,NA,NA,NA
grow,grower,nomlex,NA,NA,NA,NA,NA,NA
relinquish,relinquishment,nomlex,NA,NA,NA,NA,NA,NA
purchase,purchase,nomlex,NA,NA,NA,NA,NA,NA
refuse,refusal,nomlex,NA,NA,NA,NA,NA,NA
criticize,criticism,nomlex,NA,NA,NA,NA,NA,NA
attempt,attempt,nomlex,NA,NA,NA,NA,NA,NA
remember,remembrance,nomlex,NA,NA,NA,NA,NA,NA
correlate,correlation,nomlex,NA,NA,NA,NA,NA,NA
alienate,alienation,nomlex,NA,NA,NA,NA,NA,NA
amuse,amusement,nomlex,NA,NA,NA,NA,NA,NA
register,registration,nomlex,NA,NA,NA,NA,NA,NA
appreciate,appreciation,nomlex,NA,NA,NA,NA,NA,NA
arbitrate,arbitration,nomlex,NA,NA,NA,NA,NA,NA
stimulate,stimulation,nomlex,NA,NA,NA,NA,NA,NA
patent,patentee,nomlex,NA,NA,NA,NA,NA,NA
maintain,maintenance,nomlex,NA,NA,NA,NA,NA,NA
deposit,deposition2,nomlex,NA,NA,NA,NA,NA,NA
allow,allowance,nomlex,NA,NA,NA,NA,NA,NA
enter,entry,nomlex,NA,NA,NA,NA,NA,NA
retaliate,retaliation,nomlex,NA,NA,NA,NA,NA,NA
operate,operation,nomlex,NA,NA,NA,NA,NA,NA
order,order,nomlex,NA,NA,NA,NA,NA,NA
talk,talk,nomlex,NA,NA,NA,NA,NA,NA
ignite,ignition,nomlex,NA,NA,NA,NA,NA,NA
decide,decision,nomlex,NA,NA,NA,NA,NA,NA
devote,devotion,nomlex,NA,NA,NA,NA,NA,NA
serve,service,nomlex,NA,NA,NA,NA,NA,NA
govern,governance,nomlex,NA,NA,NA,NA,NA,NA
govern,government,nomlex,NA,NA,NA,NA,NA,NA
disarm,disarmament,nomlex,NA,NA,NA,NA,NA,NA
tempt,temptation,nomlex,NA,NA,NA,NA,NA,NA
enlarge,enlargement,nomlex,NA,NA,NA,NA,NA,NA
organize,organization,nomlex,NA,NA,NA,NA,NA,NA
pitch,pitcher,nomlex,NA,NA,NA,NA,NA,NA
embezzle,embezzlement,nomlex,NA,NA,NA,NA,NA,NA
accrete,accretion,nomlex,NA,NA,NA,NA,NA,NA
perfect,perfection,nomlex,NA,NA,NA,NA,NA,NA
derive,derivation,nomlex,NA,NA,NA,NA,NA,NA
acknowledge,acknowledgement,nomlex,NA,NA,NA,NA,NA,NA
dispose,disposal,nomlex,NA,NA,NA,NA,NA,NA
dispose,disposition,nomlex,NA,NA,NA,NA,NA,NA
comprehend,comprehension,nomlex,NA,NA,NA,NA,NA,NA
better,betterment,nomlex,NA,NA,NA,NA,NA,NA
astonish,astonishment,nomlex,NA,NA,NA,NA,NA,NA
alter,alteration,nomlex,NA,NA,NA,NA,NA,NA
ally,alliance,nomlex,NA,NA,NA,NA,NA,NA
forbear,forbearance,nomlex,NA,NA,NA,NA,NA,NA
interrelate,interrelation,nomlex,NA,NA,NA,NA,NA,NA
crash,crash,nomlex,NA,NA,NA,NA,NA,NA
finance,financier,nomlex,NA,NA,NA,NA,NA,NA
re-enter,re-entry,nomlex,NA,NA,NA,NA,NA,NA
enrich,enrichment,nomlex,NA,NA,NA,NA,NA,NA
practice,practice,nomlex,NA,NA,NA,NA,NA,NA
collide,collision,nomlex,NA,NA,NA,NA,NA,NA
introduce,introduction,nomlex,NA,NA,NA,NA,NA,NA
break,breaker,nomlex,NA,NA,NA,NA,NA,NA
interview,interview,nomlex,NA,NA,NA,NA,NA,NA
interview,interviewee,nomlex,NA,NA,NA,NA,NA,NA
accumulate,accumulation,nomlex,NA,NA,NA,NA,NA,NA
speculate,speculation,nomlex,NA,NA,NA,NA,NA,NA
complain,complaint,nomlex,NA,NA,NA,NA,NA,NA
bank,banker,nomlex,NA,NA,NA,NA,NA,NA
possess,possession,nomlex,NA,NA,NA,NA,NA,NA
assess,assessment,nomlex,NA,NA,NA,NA,NA,NA
execute,execution,nomlex,NA,NA,NA,NA,NA,NA
stabilize,stabilization,nomlex,NA,NA,NA,NA,NA,NA
evade,evasion,nomlex,NA,NA,NA,NA,NA,NA
explode,explosion,nomlex,NA,NA,NA,NA,NA,NA
merge,merger,nomlex,NA,NA,NA,NA,NA,NA
migrate,migration,nomlex,NA,NA,NA,NA,NA,NA
affiliate,affiliation,nomlex,NA,NA,NA,NA,NA,NA
found,founder,nomlex,NA,NA,NA,NA,NA,NA
consolidate,consolidation,nomlex,NA,NA,NA,NA,NA,NA
prohibit,prohibition,nomlex,NA,NA,NA,NA,NA,NA
activate,activation,nomlex,NA,NA,NA,NA,NA,NA
illuminate,illumination,nomlex,NA,NA,NA,NA,NA,NA
transform,transformation,nomlex,NA,NA,NA,NA,NA,NA
formulate,formulation,nomlex,NA,NA,NA,NA,NA,NA
evolve,evolution,nomlex,NA,NA,NA,NA,NA,NA
reduce,reduction,nomlex,NA,NA,NA,NA,NA,NA
constitute,constitution,nomlex,NA,NA,NA,NA,NA,NA
combust,combustion,nomlex,NA,NA,NA,NA,NA,NA
deride,derision,nomlex,NA,NA,NA,NA,NA,NA
calibrate,calibration,nomlex,NA,NA,NA,NA,NA,NA
measure,measurement,nomlex,NA,NA,NA,NA,NA,NA
extract,extraction,nomlex,NA,NA,NA,NA,NA,NA
contend,contention,nomlex,NA,NA,NA,NA,NA,NA
depress,depression,nomlex,NA,NA,NA,NA,NA,NA
accomplish,accomplishment,nomlex,NA,NA,NA,NA,NA,NA
radiopasteurize,radiopasteurization,nomlex,NA,NA,NA,NA,NA,NA
confess,confession,nomlex,NA,NA,NA,NA,NA,NA
testify,testament,nomlex,NA,NA,NA,NA,NA,NA
testify,testimonial,nomlex,NA,NA,NA,NA,NA,NA
testify,testimony,nomlex,NA,NA,NA,NA,NA,NA
publish,publisher,nomlex,NA,NA,NA,NA,NA,NA
repress,repression,nomlex,NA,NA,NA,NA,NA,NA
increase,increase,nomlex,NA,NA,NA,NA,NA,NA
farm,farmer,nomlex,NA,NA,NA,NA,NA,NA
encourage,encouragement,nomlex,NA,NA,NA,NA,NA,NA
equate,equation,nomlex,NA,NA,NA,NA,NA,NA
rehabilitate,rehabilitation,nomlex,NA,NA,NA,NA,NA,NA
adapt,adaptation,nomlex,NA,NA,NA,NA,NA,NA
print,printer,nomlex,NA,NA,NA,NA,NA,NA
postpone,postponement,nomlex,NA,NA,NA,NA,NA,NA
dominate,dominance,nomlex,NA,NA,NA,NA,NA,NA
dominate,domination,nomlex,NA,NA,NA,NA,NA,NA
dominate,dominion,nomlex,NA,NA,NA,NA,NA,NA
cause,cause,nomlex,NA,NA,NA,NA,NA,NA
correct,correction,nomlex,NA,NA,NA,NA,NA,NA
obsess,obsession,nomlex,NA,NA,NA,NA,NA,NA
maneuver,maneuver,nomlex,NA,NA,NA,NA,NA,NA
redevelop,redevelopment,nomlex,NA,NA,NA,NA,NA,NA
associate,association,nomlex,NA,NA,NA,NA,NA,NA
rail,raillery,nomlex,NA,NA,NA,NA,NA,NA
inscribe,inscription,nomlex,NA,NA,NA,NA,NA,NA
clarify,clarification,nomlex,NA,NA,NA,NA,NA,NA
bestow,bestowal,nomlex,NA,NA,NA,NA,NA,NA
rebel,rebellion,nomlex,NA,NA,NA,NA,NA,NA
abate,abatement,nomlex,NA,NA,NA,NA,NA,NA
imagine,image,nomlex,NA,NA,NA,NA,NA,NA
embarrass,embarrassment,nomlex,NA,NA,NA,NA,NA,NA
teach,teacher,nomlex,NA,NA,NA,NA,NA,NA
generate,generation,nomlex,NA,NA,NA,NA,NA,NA
delude,delusion,nomlex,NA,NA,NA,NA,NA,NA
advance,advancement,nomlex,NA,NA,NA,NA,NA,NA
perform,performance,nomlex,NA,NA,NA,NA,NA,NA
launch,launch,nomlex,NA,NA,NA,NA,NA,NA
connive,connivance,nomlex,NA,NA,NA,NA,NA,NA
enforce,enforcement,nomlex,NA,NA,NA,NA,NA,NA
motion,motion2,nomlex,NA,NA,NA,NA,NA,NA
initiate,initiation,nomlex,NA,NA,NA,NA,NA,NA
renew,renewal,nomlex,NA,NA,NA,NA,NA,NA
fuse,fusion,nomlex,NA,NA,NA,NA,NA,NA
oppose,opposition,nomlex,NA,NA,NA,NA,NA,NA
aspire,aspiration1,nomlex,NA,NA,NA,NA,NA,NA
retain,retention,nomlex,NA,NA,NA,NA,NA,NA
profess,profession,nomlex,NA,NA,NA,NA,NA,NA
assign,assignment,nomlex,NA,NA,NA,NA,NA,NA
lay,layer,nomlex,NA,NA,NA,NA,NA,NA
recite,recital,nomlex,NA,NA,NA,NA,NA,NA
dissatisfy,dissatisfaction,nomlex,NA,NA,NA,NA,NA,NA
incarnate,incarnation,nomlex,NA,NA,NA,NA,NA,NA
litigate,litigation,nomlex,NA,NA,NA,NA,NA,NA
graduate,graduation,nomlex,NA,NA,NA,NA,NA,NA
re-enact,re-enactment,nomlex,NA,NA,NA,NA,NA,NA
relate,relation,nomlex,NA,NA,NA,NA,NA,NA
orientate,orientation,nomlex,NA,NA,NA,NA,NA,NA
supplement,supplement,nomlex,NA,NA,NA,NA,NA,NA
confuse,confusion,nomlex,NA,NA,NA,NA,NA,NA
disburse,disbursement,nomlex,NA,NA,NA,NA,NA,NA
bombard,bombardment,nomlex,NA,NA,NA,NA,NA,NA
will,will,nomlex,NA,NA,NA,NA,NA,NA
instruct,instruction,nomlex,NA,NA,NA,NA,NA,NA
instruct,instructions,nomlex,NA,NA,NA,NA,NA,NA
betroth,betrothal,nomlex,NA,NA,NA,NA,NA,NA
deplete,depletion,nomlex,NA,NA,NA,NA,NA,NA
notify,notification,nomlex,NA,NA,NA,NA,NA,NA
carry,carrier,nomlex,NA,NA,NA,NA,NA,NA
radiate,radiation,nomlex,NA,NA,NA,NA,NA,NA
intone,intonation,nomlex,NA,NA,NA,NA,NA,NA
accommodate,accommodation,nomlex,NA,NA,NA,NA,NA,NA
illustrate,illustration,nomlex,NA,NA,NA,NA,NA,NA
negotiate,negotiation,nomlex,NA,NA,NA,NA,NA,NA
ventilate,ventilation,nomlex,NA,NA,NA,NA,NA,NA
indicate,indication,nomlex,NA,NA,NA,NA,NA,NA
interact,interaction,nomlex,NA,NA,NA,NA,NA,NA
cogenerate,cogeneration,nomlex,NA,NA,NA,NA,NA,NA
construct,construction,nomlex,NA,NA,NA,NA,NA,NA
attach,attachment,nomlex,NA,NA,NA,NA,NA,NA
attack,attack,nomlex,NA,NA,NA,NA,NA,NA
draft,draftee1,nomlex,NA,NA,NA,NA,NA,NA
draft,draftee2,nomlex,NA,NA,NA,NA,NA,NA
persecute,persecution,nomlex,NA,NA,NA,NA,NA,NA
show,show,nomlex,NA,NA,NA,NA,NA,NA
master,mastery,nomlex,NA,NA,NA,NA,NA,NA
inflate,inflation,nomlex,NA,NA,NA,NA,NA,NA
infest,infestation,nomlex,NA,NA,NA,NA,NA,NA
cite,citation,nomlex,NA,NA,NA,NA,NA,NA
boil,boiler,nomlex,NA,NA,NA,NA,NA,NA
circulate,circulation,nomlex,NA,NA,NA,NA,NA,NA
murder,murder,nomlex,NA,NA,NA,NA,NA,NA
murder,murderer,nomlex,NA,NA,NA,NA,NA,NA
accompany,accompaniment,nomlex,NA,NA,NA,NA,NA,NA
configure,configuration,nomlex,NA,NA,NA,NA,NA,NA
aerate,aeration,nomlex,NA,NA,NA,NA,NA,NA
punish,punishment,nomlex,NA,NA,NA,NA,NA,NA
acquire,acquisition,nomlex,NA,NA,NA,NA,NA,NA
regulate,regulation,nomlex,NA,NA,NA,NA,NA,NA
innovate,innovation,nomlex,NA,NA,NA,NA,NA,NA
discover,discovery,nomlex,NA,NA,NA,NA,NA,NA
employ,employee,nomlex,NA,NA,NA,NA,NA,NA
employ,employer,nomlex,NA,NA,NA,NA,NA,NA
employ,employment,nomlex,NA,NA,NA,NA,NA,NA
differentiate,differentiation,nomlex,NA,NA,NA,NA,NA,NA
consult,consultation,nomlex,NA,NA,NA,NA,NA,NA
commence,commencement,nomlex,NA,NA,NA,NA,NA,NA
infiltrate,infiltration,nomlex,NA,NA,NA,NA,NA,NA
translate,translation,nomlex,NA,NA,NA,NA,NA,NA
nominate,nomination,nomlex,NA,NA,NA,NA,NA,NA
nominate,nominee,nomlex,NA,NA,NA,NA,NA,NA
anticipate,anticipation,nomlex,NA,NA,NA,NA,NA,NA
resemble,resemblance,nomlex,NA,NA,NA,NA,NA,NA
recruit,recruitment,nomlex,NA,NA,NA,NA,NA,NA
distill,distillation,nomlex,NA,NA,NA,NA,NA,NA
